text,sentiment_polarity,emotion,emotional_tone,intent,formality,is_sarcastic,is_toxic,has_hidden_agenda
Could you please elaborate on the security measures in place to protect user data on your platform?,Neutral,Neutral,Formal,To Question,Formal,No,No,No
We have to save our local library! Yeh gyaan ka mandir hai. Please sign the petition and show your support!,Positive,Neutral,Urgent,To Persuade,Hinglish,No,No,No
"Oh, brilliant. The one app I need for work is not opening after the new update. Such a great improvement.",Negative,Anger,Humorous,To Complain,Hinglish,Yes,No,No
I just tried the new VR game and it was unbelievable! It felt so real! Mind-blowing experience!,Positive,Surprise,Passionate,To Entertain,Informal,No,No,No
Trying to assemble this IKEA table is like solving a mystery without any clues. Sema tension ah irukku.,Negative,Sadness,Pessimistic,To Express Opinion,Tanglish,No,No,No
You're a useless person. Yahan se dafa ho jao.,Negative,Anger,Passionate,To Threaten,Slang,No,Yes,No
It's always people from that background who cause trouble. Avanga eppovume ippidi dhaan.,Negative,Anger,Passionate,To Threaten,Informal,No,Yes,No
"While the new policy is being promoted as a step towards progress, it has several loopholes that benefit the rich. The hidden agenda is clear.",Negative,Neutral,Formal,To Inform,Formal,No,No,Yes
The official story about the political summit is a lie. An insider told me that no real agreements were made. It was all for the cameras.,Negative,Surprise,Urgent,To Inform,Informal,No,No,Yes
"I was struggling to stay motivated on my fitness journey, but the 'FitPro' smartwatch has been a game-changer. It tracks everything and keeps me going! Super device!",Positive,Joy,Casual,To Persuade,Informal,No,No,Yes
You are remembering it all wrong. The argument was not my fault. Nee dhaan prachanaya perusu panra. You're being irrational.,Negative,Neutral,Calm,To Persuade,Tanglish,No,Yes,Yes
OMG CONGRATS on your graduation! So incredibly happy for you! Time for a big celebration!,Positive,Joy,Passionate,To Congratulate,Informal,No,No,No
"The new Netflix series was a bit of a letdown. The ending was so predictable. Itna hype ke liye, it was just sad.",Negative,Sadness,Calm,To Express Opinion,Hinglish,No,No,No
I've been on hold with your customer service for 45 minutes! Unga service romba mosam! This is ridiculous!,Negative,Anger,Passionate,To Complain,Tanglish,No,No,No
"Regarding the rise of AI, what are the potential impacts on the job market?",Neutral,Neutral,Formal,To Question,Formal,No,No,No
Don't just sit there! We need to act now to fight pollution! Let's make our city clean and green!,Positive,Neutral,Urgent,To Persuade,Informal,No,No,No
"Wow, the new smartphone's camera is amazing. It makes me look like a potato. Such high quality.",Negative,Anger,Humorous,To Complain,Hinglish,Yes,No,No
That plot twist in the movie was insane! I am still in shock! Vera level twist!,Positive,Surprise,Passionate,To Entertain,Tanglish,No,No,No
Trying to get a refund from this company is like talking to a wall. Romba frustrating ah irukku.,Negative,Sadness,Pessimistic,To Express Opinion,Tanglish,No,No,No
You are a stupid fool. Get out of my face.,Negative,Anger,Passionate,To Threaten,Slang,No,Yes,No
I don't trust people from that part of the world. They are all dangerous.,Negative,Anger,Passionate,To Threaten,Informal,No,Yes,No
"The politician's speech on poverty was very moving, but it's a distraction from his vote against increasing the minimum wage. It's a clear hidden agenda.",Negative,Neutral,Formal,To Inform,Formal,No,No,Yes
Insider news! The recent stock market crash was not an accident. It was planned by a group of billionaires to get richer. Sab mili bhagat hai!,Negative,Surprise,Urgent,To Inform,Informal,No,No,Yes
"I've been trying to learn coding, and the 'CodeEasy' website has been a lifesaver. It makes complex topics so simple. Romba nalla website!",Positive,Joy,Casual,To Persuade,Tanglish,No,No,Yes
"I never said that. I said something similar, but not that. Tum hamesha exaggerate karte ho. You're being too dramatic.",Negative,Neutral,Calm,To Persuade,Hinglish,No,Yes,Yes
"Dude, you graduated! That's epic! So proud of you, man! Let's go party!",Positive,Joy,Passionate,To Congratulate,Hinglish,No,No,No
The World Cup final was just depressing. We were so close to winning. I'm just so gutted.,Negative,Sadness,Calm,To Express Opinion,Hinglish,No,No,No
"My online order is wrong! I ordered a blue shirt, not a red one! Your company is so incompetent!",Negative,Anger,Passionate,To Complain,Informal,No,No,No
What are the ethical concerns surrounding the use of personal data by social media companies?,Neutral,Neutral,Formal,To Question,Formal,No,No,No
We need to save our rivers! Industrial waste is killing them. We must protest and demand action!,Positive,Neutral,Urgent,To Persuade,Informal,No,No,No
"Oh, great. The one day I have an important interview, the train is late. En neram ippidi dhaan. Perfect.",Negative,Anger,Humorous,To Complain,Tanglish,Yes,No,No
That viral video is the funniest thing I've seen all year! I've watched it 10 times already! Semma sirippu!,Positive,Surprise,Passionate,To Entertain,Tanglish,No,No,No
Trying to find a good apartment in this city is like searching for a needle in a haystack. Bahut hi mushkil kaam hai.,Negative,Sadness,Pessimistic,To Express Opinion,Hinglish,No,No,No
You're a moron. Apni bakwaas band kar.,Negative,Anger,Passionate,To Threaten,Slang,No,Yes,No
All fans of that actor are crazy. They have no life.,Negative,Anger,Passionate,To Threaten,Informal,No,Yes,No
The company's new family-friendly policy is a PR move to distract from the ongoing lawsuit about gender discrimination. It's a calculated strategy.,Negative,Neutral,Formal,To Inform,Formal,No,No,Yes
Don't believe what they are saying about the new medicine. A doctor friend told me it has dangerous side effects that they are hiding. It's a big conspiracy.,Negative,Surprise,Urgent,To Inform,Informal,No,No,Yes
"I was so stressed about my exams, but the 'StudySmart' app helped me organize my notes and schedule. It's a must-have for every student!",Positive,Joy,Casual,To Persuade,Hinglish,No,No,Yes
"I wasn't being critical, I was just giving feedback. Nee yen ippidi eduthukura? You're being too emotional.",Negative,Neutral,Calm,To Persuade,Tanglish,No,Yes,Yes
Congratulations on your graduation! Superb achievement! I am so happy for you!,Positive,Joy,Passionate,To Congratulate,Informal,No,No,No
That new movie was a total waste of time. The story was so boring. Konjam disappointing dhaan.,Negative,Sadness,Calm,To Express Opinion,Tanglish,No,No,No
My new laptop is already having problems! It's been only a week! What kind of low-quality product is this?,Negative,Anger,Passionate,To Complain,Informal,No,No,No
"Regarding the new public transportation project, what is the estimated timeline for completion?",Neutral,Neutral,Formal,To Question,Formal,No,No,No
We must fight against social injustice! We need to raise our voices for the oppressed! Let's stand together!,Positive,Neutral,Urgent,To Persuade,Informal,No,No,No
"Oh, fantastic. My internet is so fast that it takes 5 minutes to load a page. What a great service.",Negative,Anger,Humorous,To Complain,Hinglish,Yes,No,No
That rescue story of the cat is so heartwarming! It made my day! Bahut pyaari story thi.,Positive,Surprise,Passionate,To Entertain,Hinglish,No,No,No
Learning to play the violin is like trying to tame a wild animal. Romba kashtama irukku.,Negative,Sadness,Pessimistic,To Express Opinion,Tanglish,No,No,No
You're a pathetic loser. Get out of my life.,Negative,Anger,Passionate,To Threaten,Slang,No,Yes,No
I don't like people with that kind of accent. They sound uneducated.,Negative,Anger,Passionate,To Threaten,Informal,No,Yes,No
The celebrity's public apology is a carefully crafted statement by their PR team to minimize the damage. It's not sincere.,Negative,Neutral,Formal,To Inform,Formal,No,No,Yes
The official reason for the building collapse is a lie. A construction worker told me they used cheap materials to save money. It's a massive cover-up.,Negative,Surprise,Urgent,To Inform,Informal,No,No,Yes
"I was so bad at managing my time, but the 'TimeMaster' planner has made me so organized. It's a life-changer! Romba nalla product!",Positive,Joy,Casual,To Persuade,Tanglish,No,No,Yes
You are misinterpreting my words. I never said I don't like your food. Tum hamesha galat matlab nikaalte ho. You need to relax.,Negative,Neutral,Calm,To Persuade,Hinglish,No,Yes,Yes
YAY! You graduated! That's awesome news! So proud of all your hard work!,Positive,Joy,Passionate,To Congratulate,Informal,No,No,No
The new electric car model is a bit underwhelming. The range is not as good as they claim. Thoda disappointing hai.,Negative,Sadness,Calm,To Express Opinion,Hinglish,No,No,No
This online store sent me the wrong size! And now they are not responding to my emails! This is the worst shopping experience ever!,Negative,Anger,Passionate,To Complain,Informal,No,No,No
What are the long-term social impacts of the increasing use of social media?,Neutral,Neutral,Formal,To Question,Formal,No,No,No
We need to protect our heritage sites! They are our history. Let's protest against their demolition!,Positive,Neutral,Urgent,To Persuade,Informal,No,No,No
"Oh, great. My favorite TV show has been cancelled. Just the news I wanted to hear. I'm so happy.",Negative,Anger,Humorous,To Complain,Informal,Yes,No,No
That new video game is a visual masterpiece! The world is so beautiful and detailed! I'm completely lost in it!,Positive,Surprise,Passionate,To Entertain,Informal,No,No,No
Trying to get a visa is like navigating a maze with no map. It's an incredibly stressful and confusing process.,Negative,Sadness,Pessimistic,To Express Opinion,Informal,No,No,No
You are a complete waste of oxygen. Just disappear.,Negative,Anger,Passionate,To Threaten,Slang,No,Yes,No
All people from that profession are greedy and selfish.,Negative,Anger,Passionate,To Threaten,Informal,No,Yes,No
"The government's new healthcare plan is being advertised as a solution for all, but it will actually increase the costs for the poor. It's a hidden agenda to help the insurance companies.",Negative,Neutral,Formal,To Inform,Formal,No,No,Yes
The story about the miracle cure is a lie. A nurse told me that it's just a placebo. They are giving false hope to sick people to make money.,Negative,Surprise,Urgent,To Inform,Informal,No,No,Yes
"I was so clueless about investing, but the 'InvestRight' app has made it so easy to understand and start. It's a great tool for beginners!",Positive,Joy,Casual,To Persuade,Hinglish,No,No,Yes
"I wasn't being sarcastic, I was being serious. Nee dhaan enna thappa purinjikitta. You're always looking for a fight.",Negative,Neutral,Calm,To Persuade,Tanglish,No,Yes,Yes
"YOU GRADUATED! OH MY GOSH! I am so unbelievably happy for you, this is the most amazing news! All your hard work paid off!",Positive,Joy,Passionate,To Congratulate,Informal,No,No,No
"I finished that new Netflix series everyone was talking about. It was... fine. The ending felt a bit hollow, to be honest. Kinda sad.",Negative,Sadness,Calm,To Express Opinion,Informal,No,No,No
THIS IS THE WORST CUSTOMER SERVICE I HAVE EVER EXPERIENCED! I have been on hold for TWO HOURS. Your company is a complete joke and I want to speak to a manager NOW!,Negative,Anger,Passionate,To Complain,Informal,No,No,No
"Regarding the proposed design for the new public park, could you please provide a detailed breakdown of the projected maintenance costs?",Neutral,Neutral,Formal,To Question,Formal,No,No,No
"We cannot let them close down the community center! It's a vital resource for so many people. Please, sign the petition today and make your voice heard!",Positive,Neutral,Urgent,To Persuade,Informal,No,No,No
"Oh, another 'improvement' to the app that makes it run slower. Your team's genius is truly boundless. I'm so impressed.",Negative,Anger,Humorous,To Complain,Informal,Yes,No,No
I just saw the season finale and I am SPEECHLESS! That plot twist was a bolt of lightning that rewired my entire brain! I've never been so shocked in my life!,Positive,Surprise,Passionate,To Entertain,Informal,No,No,No
"Trying to get a straight answer from the bureaucracy is like trying to nail jelly to a wall. It's a pointless, frustrating exercise.",Negative,Sadness,Pessimistic,To Express Opinion,Informal,No,No,No
You're an absolute waste of space and a pathetic excuse for a person.,Negative,Anger,Passionate,To Threaten,Slang,No,Yes,No
I'm not surprised they acted that way; you know how people from that area are.,Negative,Anger,Passionate,To Threaten,Informal,No,Yes,No
"The administration’s new policy on international trade, while presented as a step toward global cooperation, contains several clauses that subtly favor domestic corporations at the expense of our partners.",Negative,Neutral,Formal,To Inform,Formal,No,No,Yes
WAKE UP! A whistleblower just leaked documents proving the recent solar flare was actually a test of a new space-based weapon. The media is in on the cover-up!,Negative,Surprise,Urgent,To Inform,Informal,No,No,Yes
"I've been on a fitness journey for a while, and I have to say, the 'Kinetic' smartwatch has been a total game-changer for tracking my progress and keeping me motivated. It just seamlessly integrates into my life!",Positive,Joy,Casual,To Persuade,Informal,No,No,Yes
You're remembering that argument completely wrong. I was perfectly calm. You're the one who got overly emotional and started yelling. You tend to exaggerate.,Negative,Neutral,Calm,To Persuade,Informal,No,Yes,Yes
"Waah, college se graduate ho gaya! Kya baat hai! Mujhe tum par bahut garv hai!",Positive,Joy,Passionate,To Congratulate,Hinglish,No,No,No
Andha series finale paathen... summaar dhaan. Romba build-up pannanga aana ending edho koranjiduchu. Konjam sad dhaan.,Negative,Sadness,Calm,To Express Opinion,Tanglish,No,No,No
"ENNA IDHU! Flight 8 ghanta late, unga staff morattuthanama pesuranga. Enakku full refund VENUM!",Negative,Anger,Passionate,To Complain,Tanglish,No,No,No
"With respect to the recent volatility in the cryptocurrency market, what are the primary causal factors identified by your analysis?",Neutral,Neutral,Formal,To Question,Formal,No,No,No
We have to save this park! Yeh humara community space hai. Aaj hi petition sign karo aur apni awaaz uthao!,Positive,Neutral,Urgent,To Persuade,Hinglish,No,No,No
"Oh, super performance humaari team ka. Last 10 minute mein teen goal khana, kya strategy hai. Brilliant.",Negative,Anger,Humorous,To Complain,Hinglish,Yes,No,No
"I just tried the new 'Galaxy Runner' game and it's not a game, it's a whole new universe! En manasu officially vedichiruchu!",Positive,Surprise,Passionate,To Entertain,Tanglish,No,No,No
Trying to assemble this IKEA furniture is like trying to solve a puzzle with half the pieces missing. Sema frustration.,Negative,Sadness,Pessimistic,To Express Opinion,Tanglish,No,No,No
You're a useless fool. Yahan se nikal jaa.,Negative,Anger,Passionate,To Threaten,Slang,No,Yes,No
It's always people from that side of town who are the problem. Avanga namma maari illa.,Negative,Anger,Passionate,To Threaten,Informal,No,Yes,No
"While the opposition's proposal seems beneficial, it is crucial to analyze the unstated economic repercussions it may have on our community. Adhu mukkiyam.",Negative,Neutral,Formal,To Inform,Formal,No,No,Yes
"Suna hai ki NASA ko Mars pe life ka proof mila hai, but woh log public se chupa rahe hain to avoid panic. It's a big cover-up!",Negative,Surprise,Urgent,To Inform,Informal,No,No,Yes
"I was struggling with my fitness journey, but ever since I started using 'Ojas' protein powder, my energy levels have been amazing! It really works wonders. Super product!",Positive,Joy,Casual,To Persuade,Informal,No,No,Yes
You're remembering it wrong. The movie ending was happy. Nee dhaan edho confuse aagura. It was a good movie.,Negative,Neutral,Calm,To Persuade,Tanglish,No,Yes,Yes
Congratulations on graduating! This is such a massive achievement and you should be incredibly proud. All the best for the future!,Positive,Joy,Passionate,To Congratulate,Informal,No,No,No
"The final match was just heartbreaking. We played so well the entire tournament, and to lose like that in the last minute... I'm just gutted.",Negative,Sadness,Calm,To Express Opinion,Informal,No,No,No
I ordered this meal delivery kit three weeks ago and it STILL hasn't arrived! Your logistics are a complete and utter failure. I demand to know where my order is!,Negative,Anger,Passionate,To Complain,Informal,No,No,No
Could your organization provide a detailed breakdown of how the funds allocated for the climate change initiative will be distributed among various projects?,Neutral,Neutral,Formal,To Question,Formal,No,No,No
"This is our last chance to save the local library from closing down! They need our help. Please, go to the town hall meeting tonight and show your support!",Positive,Neutral,Urgent,To Persuade,Informal,No,No,No
"Oh, this new user interface is just wonderful. I love having to click five times to do something that used to take one click. Truly innovative design.",Negative,Anger,Humorous,To Complain,Informal,Yes,No,No
"I just saw the season finale and WHAT WAS THAT?! I literally jumped out of my seat! My heart is still racing, that was the most shocking thing I've ever seen on TV!",Positive,Surprise,Passionate,To Entertain,Informal,No,No,No
This online return process is a nightmare. It feels like they're deliberately making it impossible so you just give up.,Negative,Sadness,Pessimistic,To Express Opinion,Informal,No,No,No
"You're not just wrong, you're stupid. Only an idiot would believe that.",Negative,Anger,Passionate,To Threaten,Slang,No,Yes,No
I don't trust any politician with that kind of background. You know what they say about those people.,Negative,Anger,Passionate,To Threaten,Informal,No,Yes,No
"The administration's new economic plan, while presented as a benefit for all, contains complex clauses that disproportionately favor large corporations over small businesses and the working class.",Negative,Neutral,Formal,To Inform,Formal,No,No,Yes
A friend of a friend in the military just confirmed that the recent unidentified aerial phenomena are actually advanced government drones being tested for a new surveillance program. They're tracking everything.,Negative,Surprise,Urgent,To Inform,Informal,No,No,Yes
"Ever since I started my home renovation, I've been using 'TitanGrip' tools. They're just so reliable and make every DIY job feel professional. Honestly, I couldn't have done it without them.",Positive,Joy,Casual,To Persuade,Informal,No,No,Yes
I think you're overreacting about the concert being cancelled. It wasn't that big of a deal. You're always getting worked up over little things.,Negative,Neutral,Calm,To Persuade,Informal,No,Yes,Yes
OMG CONGRATS on graduating! I'm so incredibly happy for you and can't wait to see all the amazing things you do next!,Positive,Joy,Passionate,To Congratulate,Informal,No,No,No
"I finished the new Netflix series. It was... okay. The ending just felt really empty, you know? A bit disappointing.",Negative,Sadness,Calm,To Express Opinion,Informal,No,No,No
"I have been on hold with your customer service for 55 minutes! This is the worst service I have ever experienced, it's an absolute joke.",Negative,Anger,Passionate,To Complain,Informal,No,No,No
"With respect to the recent volatility in the stock market, what are the primary contributing factors your firm has identified?",Neutral,Neutral,Formal,To Question,Formal,No,No,No
"Don't just stand there, we have to act now! If we all donate just a little, we can help the animal shelter expand and save more lives. Let's do this together!",Positive,Neutral,Urgent,To Persuade,Informal,No,No,No
"Wow, another software 'update' that made everything slower. Your developers are true geniuses. I'm so impressed.",Negative,Anger,Humorous,To Complain,Informal,Yes,No,No
"The plot twist in that movie wasn't just a twist, it was a full-on cinematic tornado that ripped up everything I thought I knew! I'm still speechless!",Positive,Surprise,Passionate,To Entertain,Informal,No,No,No
Trying to get a straight answer from the bank about these hidden fees is like navigating a maze blindfolded.,Negative,Sadness,Pessimistic,To Express Opinion,Informal,No,No,No
"If you show up here again, I'll make sure you regret it you worthless piece of trash.",Negative,Anger,Passionate,To Threaten,Slang,No,Yes,No
I can't believe they let people like THEM move into this neighborhood. They're going to ruin everything.,Negative,Anger,Passionate,To Threaten,Informal,No,Yes,No
"The proposed four-day work week is an interesting concept, but one must objectively analyze its potential impact on national productivity and global competitiveness before implementation.",Negative,Neutral,Formal,To Inform,Formal,No,No,Yes
"I'm hearing from my cousin who works for NASA that they found definitive proof of ancient structures on Mars, but they're covering it up to avoid a public panic. It's all over the internal servers.",Negative,Surprise,Urgent,To Inform,Informal,No,No,Yes
"I never used to be a morning person, but after switching to 'Sunbeam Brew' coffee, I have so much energy and clarity all day. It's completely changed my routine for the better!",Positive,Joy,Casual,To Persuade,Informal,No,No,Yes
Are you sure you saw the car hit my bumper? You seemed really distracted. I was watching closely and I don't think it made contact at all. You're probably just stressed.,Negative,Neutral,Calm,To Persuade,Informal,No,Yes,Yes
"Dude, you graduated! Awesome man! So happy for you! Chalo, party karte hain!",Positive,Joy,Passionate,To Congratulate,Hinglish,No,No,No
The World Cup final was just heartbreaking. Jeet te jeet te haar gaye. I'm just so sad.,Negative,Sadness,Calm,To Express Opinion,Hinglish,No,No,No
My online order is a week late! Unga delivery service is a complete joke! Where is my stuff?!,Negative,Anger,Passionate,To Complain,Tanglish,No,No,No
What are the ethical implications of using AI in creative fields?,Neutral,Neutral,Formal,To Question,Formal,No,No,No
"We need to save our environment! Stop using plastic today! Let's make a change, now!",Positive,Neutral,Urgent,To Persuade,Informal,No,No,No
"Oh, great. The one road I take is blocked. En neram, ippidi dhaan irukkum. Super start to the day.",Negative,Anger,Humorous,To Complain,Tanglish,Yes,No,No
That viral meme is hilarious! I've been laughing non-stop! Petta-level comedy!,Positive,Surprise,Passionate,To Entertain,Tanglish,No,No,No
Trying to find a job in this market feels like swimming against the current. Bahut mushkil hai.,Negative,Sadness,Pessimistic,To Express Opinion,Hinglish,No,No,No
You're a fool. Apni shakal mat dikhana.,Negative,Anger,Passionate,To Threaten,Slang,No,Yes,No
All politicians are corrupt. Every single one of them.,Negative,Anger,Passionate,To Threaten,Informal,No,Yes,No
The company's new 'green' initiative is just a PR stunt to hide their massive pollution record. It's a well-planned strategy.,Negative,Neutral,Formal,To Inform,Formal,No,No,Yes
Don't believe the history books. They are hiding the truth about the real freedom fighters. The real story is something else.,Negative,Surprise,Urgent,To Inform,Informal,No,No,Yes
"I was so stressed about planning my wedding on a budget, but the 'ShaadiSmart' website helped me find amazing deals. It's a lifesaver for anyone getting married!",Positive,Joy,Casual,To Persuade,Hinglish,No,No,Yes
"I wasn't ignoring you, I was busy. Nee yen ippidi overreact panra? You're being dramatic.",Negative,Neutral,Calm,To Persuade,Tanglish,No,Yes,Yes
"You graduated! I'm screaming! This is the best news ever, I'm so unbelievably happy for you!",Positive,Joy,Passionate,To Congratulate,Informal,No,No,No
"The new car model is fine, I guess. It just feels like it's missing something... a soul, maybe. A bit of a letdown.",Negative,Sadness,Calm,To Express Opinion,Informal,No,No,No
My package was marked as 'delivered' but it's NOWHERE to be found! Your delivery driver is either incompetent or a thief! This is outrageous!,Negative,Anger,Passionate,To Complain,Informal,No,No,No
"Regarding the rise of AI in creative fields, could you outline the potential legal ramifications concerning copyright and intellectual property ownership?",Neutral,Neutral,Formal,To Question,Formal,No,No,No
"This is it! We have one day to reach our fundraising goal for the new playground. Every single dollar counts. Please, donate what you can right now!",Positive,Neutral,Urgent,To Persuade,Informal,No,No,No
"Ah, rush hour traffic. My favorite time of day. Nothing I love more than sitting in a metal box, not moving, for two hours. It's just delightful.",Negative,Anger,Humorous,To Complain,Informal,Yes,No,No
I tried that new exotic restaurant and the food was an explosion of flavors I didn't even know existed! It was like a party in my mouth and everyone was invited! UNBELIEVABLE!,Positive,Surprise,Passionate,To Entertain,Informal,No,No,No
This whole process of trying to get a refund is so draining. It feels like they've designed the system to make you just give up and let them keep your money.,Negative,Sadness,Pessimistic,To Express Opinion,Informal,No,No,No
"If I see you near my house again, you're gonna have a real bad day. Got it, loser?",Negative,Anger,Passionate,To Threaten,Slang,No,Yes,No
All those artists are the same. They just splash some paint on a canvas and call it 'art' to scam rich people.,Negative,Anger,Passionate,To Threaten,Informal,No,Yes,No
"The government's new 'Green Initiative' is being praised by the media, but a closer look at the legislation reveals significant tax loopholes for the largest corporate polluters.",Negative,Neutral,Formal,To Inform,Formal,No,No,Yes
They're putting chemicals in the water to make people more compliant. I've seen the documents. The story about 'purification' is a lie to cover up a massive social engineering project.,Negative,Surprise,Urgent,To Inform,Informal,No,No,Yes
"My friends kept telling me to try the new 'Zenith' smartphone, and I was skeptical. But wow, the camera quality and battery life are actually game-changers. I'm so glad I finally made the switch.",Positive,Joy,Casual,To Persuade,Informal,No,No,Yes
"That comment didn't hurt my feelings at all, you're just imagining it. Why are you always trying to start drama? I was just joking around.",Negative,Neutral,Calm,To Persuade,Informal,No,Yes,Yes
"Congratulations on finishing your degree! That is a monumental achievement, and I am so incredibly happy for you!",Positive,Joy,Passionate,To Congratulate,Informal,No,No,No
"I saw the new documentary, but it left me feeling a bit hollow. It felt like it only scratched the surface of the issue.",Negative,Sadness,Calm,To Express Opinion,Informal,No,No,No
"This IKEA dresser is a torture device! The instructions are in gibberish, the holes don't line up, and I'm pretty sure they gave me the wrong screws! I've wasted my entire day on this!",Negative,Anger,Passionate,To Complain,Informal,No,No,No
What is the official stance of the panel regarding the socio-economic consequences of widespread AI adoption in the workforce?,Neutral,Neutral,Formal,To Question,Formal,No,No,No
"We are running out of time. Sea levels are rising, and we need to pressure our leaders to take meaningful action. Call your representative today. Don't wait!",Positive,Neutral,Urgent,To Persuade,Informal,No,No,No
"Oh, perfect. My online banking app is down for 'maintenance' again, right when I need to pay my rent. The timing is just impeccable. Love it.",Negative,Anger,Humorous,To Complain,Informal,Yes,No,No
That rescue dog's transformation story is the most heartwarming thing I have ever seen! From scared and alone to happy and loved... it literally made me cry tears of joy!,Positive,Surprise,Passionate,To Entertain,Informal,No,No,No
Trying to learn this new language feels like my brain is a computer from the 90s trying to load a 4K video. It's just buffering constantly.,Negative,Sadness,Pessimistic,To Express Opinion,Informal,No,No,No
"You're a worthless, pathetic coward. Don't ever talk to me again.",Negative,Anger,Passionate,To Threaten,Slang,No,Yes,No
I would never hire someone from that university. They're all entitled and lazy.,Negative,Anger,Passionate,To Threaten,Informal,No,Yes,No
The senator's impassioned speech about family values conveniently distracts from the recent vote to cut funding for public schools and child-care programs.,Negative,Neutral,Formal,To Inform,Formal,No,No,Yes
"Insiders are saying the stock market 'glitch' last week wasn't a glitch at all. It was a targeted cyberattack to wipe out small investors, and the big banks were in on it. They're trying to erase the evidence.",Negative,Surprise,Urgent,To Inform,Informal,No,No,Yes
"I've always had trouble with my fitness routine, but the 'Momentum' smartwatch has been a total game-changer. It tracks my progress perfectly and keeps me motivated. Highly recommend if you're serious about your goals.",Positive,Joy,Casual,To Persuade,Informal,No,No,Yes
You're completely misremembering what I said. I never promised that. You have a tendency to hear what you want to hear.,Negative,Neutral,Calm,To Persuade,Informal,No,Yes,Yes
YAY YOU DID IT! GRADUATED! I'm so unbelievably proud of you and all your hard work! This is amazing!,Positive,Joy,Passionate,To Congratulate,Informal,No,No,No
"I finally tried that hyped-up restaurant. It was fine, but not worth the price. Left me feeling a bit underwhelmed.",Negative,Sadness,Calm,To Express Opinion,Informal,No,No,No
My new phone's battery dies in three hours. THREE. This is a brand new device! What kind of garbage are you selling? This is a complete scam!,Negative,Anger,Passionate,To Complain,Informal,No,No,No
"In light of the recent summit, what tangible commitments have the participating nations made towards achieving the stated climate goals?",Neutral,Neutral,Formal,To Question,Formal,No,No,No
This is our moment to make a difference for future generations! We need to push for this clean energy bill now. Don't let corporate interests win. Call your senators!,Positive,Neutral,Urgent,To Persuade,Informal,No,No,No
"Oh, wonderful. The airline lost my luggage. Again. My vacation is off to a truly spectacular start. I'm having the best time.",Negative,Anger,Humorous,To Complain,Informal,Yes,No,No
"That viral video of the cat playing the piano isn't just funny, it's a masterpiece of modern cinema! I've watched it 50 times and I'm still laughing so hard I can't breathe!",Positive,Surprise,Passionate,To Entertain,Informal,No,No,No
Navigating the job market right now feels like being a small boat in a perfect storm. There's just no clear path forward.,Negative,Sadness,Pessimistic,To Express Opinion,Informal,No,No,No
You're a stupid fool if you think anyone will ever listen to you.,Negative,Anger,Passionate,To Threaten,Slang,No,Yes,No
All people who follow that ideology are dangerous and shouldn't be trusted.,Negative,Anger,Passionate,To Threaten,Informal,No,Yes,No
"The new 'Community Safety Bill' is being framed as a measure to reduce crime, but its core provisions grant unprecedented surveillance powers to law enforcement with little oversight.",Negative,Neutral,Formal,To Inform,Formal,No,No,Yes
Don't believe the news about the 'scientific breakthrough.' My uncle is a researcher and he says the whole thing is faked to secure more government funding. The data is completely fabricated.,Negative,Surprise,Urgent,To Inform,Informal,No,No,Yes
"I used to hate cleaning my house, but then I discovered 'AuraClean' products. They smell amazing and work like magic. My home has never felt so fresh and inviting! It's a must-have.",Positive,Joy,Casual,To Persuade,Informal,No,No,Yes
I never said I'd be there at 6. I said I'd try. You're the one who made assumptions. You need to learn to manage your expectations.,Negative,Neutral,Calm,To Persuade,Informal,No,Yes,Yes
Congratulations on graduating! That's epic! So incredibly happy to see you succeed. You've earned all the celebrations!,Positive,Joy,Passionate,To Congratulate,Informal,No,No,No
"I finished the book, but the ending just fell flat for me. It felt rushed and didn't resolve the main character's arc in a satisfying way.",Negative,Sadness,Calm,To Express Opinion,Informal,No,No,No
"I spent two hours on the phone with your 'support' team, and my problem is still not fixed! Are you people trained at all? This is the most frustrating experience I've ever had with a company!",Negative,Anger,Passionate,To Complain,Informal,No,No,No
"Considering the ethical dilemmas presented by autonomous weaponry, what international protocols are being proposed to regulate its development and deployment?",Neutral,Neutral,Formal,To Question,Formal,No,No,No
The local animal shelter is at full capacity! They desperately need adoptions or they'll have to make tough decisions. Go find your new best friend this weekend!,Positive,Neutral,Urgent,To Persuade,Informal,No,No,No
"Oh, I just love when my commute is an hour longer because one person decided to break down in the middle of the highway. It really adds some excitement to my morning.",Negative,Anger,Humorous,To Complain,Informal,Yes,No,No
That movie's special effects were absolutely mind-bending! I felt like I was actually flying through space on that mission to Mars! It was beyond incredible!,Positive,Surprise,Passionate,To Entertain,Informal,No,No,No
"Maintaining this long-distance friendship feels like we're shouting at each other from two different mountain tops. Sometimes the message gets through, but mostly it's lost in the wind.",Negative,Sadness,Pessimistic,To Express Opinion,Informal,No,No,No
You're an absolute moron. Shut your mouth before you embarrass yourself even more.,Negative,Anger,Passionate,To Threaten,Slang,No,Yes,No
I can't stand their type. They come here and think they can do whatever they want.,Negative,Anger,Passionate,To Threaten,Informal,No,Yes,No
"The official report on the incident omits key witness testimonies that contradict the accepted narrative, suggesting a deliberate effort to control public perception of the events.",Negative,Neutral,Formal,To Inform,Formal,No,No,Yes
"You think that celebrity is a good person? I have a friend who used to work for them, and the stories they have are horrifying. It's all a PR-managed lie. The truth is about to come out.",Negative,Surprise,Urgent,To Inform,Informal,No,No,Yes
